feature_set,window_size,n_components,clipping_threshold,kernel,C,epsilon,gamma,degree,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,20,10,125,rbf,0.1,0.1,0.01,2,5.806172636534488,0.8651652658714564,11.769088838343004,15.976601372455445
A,20,10,125,rbf,0.1,0.1,0.01,3,5.806172636534488,0.8651652658714564,11.769088838343004,15.976601372455445
A,20,10,125,rbf,1.0,0.01,scale,2,5.109287625240315,0.8752289428541375,9.912233198213846,14.512212860135946
A,20,10,125,rbf,1.0,0.01,scale,3,5.109287625240315,0.8752289428541375,9.912233198213846,14.512212860135946
A,20,10,125,rbf,1.0,0.01,0.01,2,5.048202316433487,0.8763456000466865,10.244407166925118,14.769896627601318
A,20,10,125,rbf,1.0,0.01,0.01,3,5.048202316433487,0.8763456000466865,10.244407166925118,14.769896627601318
A,20,10,125,rbf,1.0,0.1,scale,2,5.11026476278617,0.8751876574654384,9.913288552698324,14.513077345269592
A,20,10,125,rbf,1.0,0.1,scale,3,5.11026476278617,0.8751876574654384,9.913288552698324,14.513077345269592
A,20,10,125,rbf,1.0,0.1,0.01,2,5.052680793071578,0.8763185620868109,10.244303882409186,14.7720674438288
A,20,10,125,rbf,1.0,0.1,0.01,3,5.052680793071578,0.8763185620868109,10.244303882409186,14.7720674438288
A,20,10,125,rbf,10.0,0.01,scale,2,5.388336680628447,0.8776690300260347,9.52720885478897,14.45191077748272
A,20,10,125,rbf,10.0,0.01,scale,3,5.388336680628447,0.8776690300260347,9.52720885478897,14.45191077748272
A,20,10,125,rbf,10.0,0.01,0.01,2,4.88660362268588,0.8804287568861074,9.718700584264486,14.374984921657845
A,20,10,125,rbf,10.0,0.01,0.01,3,4.88660362268588,0.8804287568861074,9.718700584264486,14.374984921657845
A,20,10,125,rbf,10.0,0.1,scale,2,5.389644170013137,0.8776637638686797,9.527445951008056,14.45136626345805
A,20,10,125,rbf,10.0,0.1,scale,3,5.389644170013137,0.8776637638686797,9.527445951008056,14.45136626345805
A,20,10,125,rbf,10.0,0.1,0.01,2,4.887132412981394,0.8804454633728787,9.717566132820696,14.373747468605591
A,20,10,125,rbf,10.0,0.1,0.01,3,4.887132412981394,0.8804454633728787,9.717566132820696,14.373747468605591
A,20,10,125,linear,0.1,0.01,scale,2,5.244813626719185,0.8683296091023699,13.00993994856422,16.91195519237176
A,20,10,125,linear,0.1,0.01,scale,3,5.244813626719185,0.8683296091023699,13.00993994856422,16.91195519237176
A,20,10,125,linear,0.1,0.01,0.01,2,5.244813626719185,0.8683296091023699,13.00993994856422,16.91195519237176
A,20,10,125,linear,0.1,0.01,0.01,3,5.244813626719185,0.8683296091023699,13.00993994856422,16.91195519237176
A,20,10,125,linear,0.1,0.1,scale,2,5.247300184973834,0.868307182085028,13.010261926693255,16.91282340117002
A,20,10,125,linear,0.1,0.1,scale,3,5.247300184973834,0.868307182085028,13.010261926693255,16.91282340117002
A,20,10,125,linear,0.1,0.1,0.01,2,5.247300184973834,0.868307182085028,13.010261926693255,16.91282340117002
A,20,10,125,linear,0.1,0.1,0.01,3,5.247300184973834,0.868307182085028,13.010261926693255,16.91282340117002
A,20,10,125,linear,1.0,0.01,scale,2,5.251701774776732,0.8682478970920263,13.001996358963549,16.91086904305159
A,20,10,125,linear,1.0,0.01,scale,3,5.251701774776732,0.8682478970920263,13.001996358963549,16.91086904305159
A,20,10,125,linear,1.0,0.01,0.01,2,5.251701774776732,0.8682478970920263,13.001996358963549,16.91086904305159
A,20,10,125,linear,1.0,0.01,0.01,3,5.251701774776732,0.8682478970920263,13.001996358963549,16.91086904305159
A,20,10,125,linear,1.0,0.1,scale,2,5.252524707195187,0.8682390514808865,13.002010475550904,16.911113100018145
A,20,10,125,linear,1.0,0.1,scale,3,5.252524707195187,0.8682390514808865,13.002010475550904,16.911113100018145
A,20,10,125,linear,1.0,0.1,0.01,2,5.252524707195187,0.8682390514808865,13.002010475550904,16.911113100018145
A,20,10,125,linear,1.0,0.1,0.01,3,5.252524707195187,0.8682390514808865,13.002010475550904,16.911113100018145
A,20,10,125,linear,10.0,0.01,scale,2,5.2528995225607495,0.8682522978809768,13.001456007801863,16.910947045609408
A,20,10,125,linear,10.0,0.01,scale,3,5.2528995225607495,0.8682522978809768,13.001456007801863,16.910947045609408
A,20,10,125,linear,10.0,0.01,0.01,2,5.2528995225607495,0.8682522978809768,13.001456007801863,16.910947045609408
A,20,10,125,linear,10.0,0.01,0.01,3,5.2528995225607495,0.8682522978809768,13.001456007801863,16.910947045609408
A,20,10,125,linear,10.0,0.1,scale,2,5.253118923939328,0.8682309850761293,13.001236852215516,16.911003455559985
A,20,10,125,linear,10.0,0.1,scale,3,5.253118923939328,0.8682309850761293,13.001236852215516,16.911003455559985
A,20,10,125,linear,10.0,0.1,0.01,2,5.253118923939328,0.8682309850761293,13.001236852215516,16.911003455559985
A,20,10,125,linear,10.0,0.1,0.01,3,5.253118923939328,0.8682309850761293,13.001236852215516,16.911003455559985
A,20,10,125,poly,0.1,0.01,scale,2,112.5011181994491,0.6768000225063248,23.694090234044975,29.71143679815028
A,20,10,125,poly,0.1,0.01,scale,3,89.35453989375111,0.847018312622593,20.534122910853085,26.06261159934461
A,20,10,125,poly,0.1,0.01,0.01,2,104.24535082343148,0.6428801164432041,26.926528701148342,33.00130089380739
A,20,10,125,poly,0.1,0.01,0.01,3,117.30892043172427,0.8364580304343028,23.85118836997662,30.815861621460925
A,20,10,125,poly,0.1,0.1,scale,2,112.41539013294314,0.6768108232665885,23.692824033745453,29.709240783134227
A,20,10,125,poly,0.1,0.1,scale,3,89.35149507179995,0.8470025400053574,20.532920856311303,26.062099447621257
A,20,10,125,poly,0.1,0.1,0.01,2,104.26921460744308,0.6428697075284393,26.92745000558968,33.00308322214754
A,20,10,125,poly,0.1,0.1,0.01,3,117.19254738944537,0.8364609925131747,23.849524091961616,30.81704385549952
A,20,10,125,poly,1.0,0.01,scale,2,196.3117911133056,0.7119374877899673,21.835910763747197,28.35968594500552
A,20,10,125,poly,1.0,0.01,scale,3,20.61648218428793,0.8546456826999276,17.655246017337987,22.26065122554663
A,20,10,125,poly,1.0,0.01,0.01,2,127.59192926592264,0.68209496988884,23.36006875493404,29.457603126013023
A,20,10,125,poly,1.0,0.01,0.01,3,96.59175762016692,0.8435246176016424,21.176380550774024,26.99219519555233
A,20,10,125,poly,1.0,0.1,scale,2,196.55236533921607,0.7119873154296938,21.8349541224828,28.36009876516518
A,20,10,125,poly,1.0,0.1,scale,3,20.592992555086,0.8546739644725191,17.65404349201787,22.25820010623052
A,20,10,125,poly,1.0,0.1,0.01,2,127.69197597769332,0.682074782108,23.359547575364974,29.46252228697091
A,20,10,125,poly,1.0,0.1,0.01,3,96.5501582937868,0.8435147128631032,21.176182999882748,26.989190032368253
A,20,10,125,poly,10.0,0.01,scale,2,266.6617319777514,0.7186815309833569,21.6310556990019,28.36042902364581
A,20,10,125,poly,10.0,0.01,scale,3,18.90696737618061,0.8523212552659546,16.434931250730237,20.843447742371943
A,20,10,125,poly,10.0,0.01,0.01,2,220.63007676137855,0.7139112758279916,21.768584514987385,28.33123280005053
A,20,10,125,poly,10.0,0.01,0.01,3,28.104919515874705,0.8534099716624783,18.43787299207751,23.306371477766447
A,20,10,125,poly,10.0,0.1,scale,2,265.4383985706223,0.7187328815344112,21.626699649723783,28.3527814175277
A,20,10,125,poly,10.0,0.1,scale,3,18.94011574642586,0.8523640757768767,16.43409874245378,20.84247885330469
A,20,10,125,poly,10.0,0.1,0.01,2,219.9016466037811,0.7138247963982066,21.770713104409708,28.33586018433935
A,20,10,125,poly,10.0,0.1,0.01,3,28.274512022902325,0.8534017281305534,18.435391981300462,23.30351290555568
A,20,10,130,rbf,0.1,0.01,scale,2,7.203506237541397,0.8565778981842488,11.6687747728602,16.52628806703143
A,20,10,130,rbf,0.1,0.01,scale,3,7.203506237541397,0.8565778981842488,11.6687747728602,16.52628806703143
A,20,10,130,rbf,0.1,0.01,0.01,2,6.528167313922701,0.8650268671174459,11.287351054621732,16.05899304722996
A,20,10,130,rbf,0.1,0.01,0.01,3,6.528167313922701,0.8650268671174459,11.287351054621732,16.05899304722996
A,20,10,130,rbf,0.1,0.1,scale,2,7.203522192015639,0.8565840133574776,11.66909482633772,16.526050922317
A,20,10,130,rbf,0.1,0.1,scale,3,7.203522192015639,0.8565840133574776,11.66909482633772,16.526050922317
A,20,10,130,rbf,0.1,0.1,0.01,2,6.52826544481416,0.8650168000555825,11.288328407983707,16.05908138114403
A,20,10,130,rbf,0.1,0.1,0.01,3,6.52826544481416,0.8650168000555825,11.288328407983707,16.05908138114403
A,20,10,130,rbf,1.0,0.01,scale,2,5.751144581787139,0.8746149826047827,9.507996754286443,14.656448211475126
A,20,10,130,rbf,1.0,0.01,scale,3,5.751144581787139,0.8746149826047827,9.507996754286443,14.656448211475126
A,20,10,130,rbf,1.0,0.01,0.01,2,5.647189147172943,0.8755383693253191,9.822550901504744,14.88155457430798
A,20,10,130,rbf,1.0,0.01,0.01,3,5.647189147172943,0.8755383693253191,9.822550901504744,14.88155457430798
A,20,10,130,rbf,1.0,0.1,scale,2,5.747766355384312,0.8746153480114438,9.507148153412626,14.655194171976074
A,20,10,130,rbf,1.0,0.1,scale,3,5.747766355384312,0.8746153480114438,9.507148153412626,14.655194171976074
A,20,10,130,rbf,1.0,0.1,0.01,2,5.650617901194638,0.875451683823996,9.825481434780029,14.885152748558104
A,20,10,130,rbf,1.0,0.1,0.01,3,5.650617901194638,0.875451683823996,9.825481434780029,14.885152748558104
A,20,10,130,rbf,10.0,0.01,scale,2,6.082292261385477,0.875726599326866,9.213058905372051,14.650660918261874
A,20,10,130,rbf,10.0,0.01,scale,3,6.082292261385477,0.875726599326866,9.213058905372051,14.650660918261874
A,20,10,130,rbf,10.0,0.01,0.01,2,5.491873606493977,0.8788378228673993,9.358006663420692,14.54065743725493
A,20,10,130,rbf,10.0,0.01,0.01,3,5.491873606493977,0.8788378228673993,9.358006663420692,14.54065743725493
A,20,10,130,rbf,10.0,0.1,scale,2,6.07978323360433,0.8757893061789854,9.214660350788616,14.65153036864328
A,20,10,130,rbf,10.0,0.1,scale,3,6.07978323360433,0.8757893061789854,9.214660350788616,14.65153036864328
A,20,10,130,rbf,10.0,0.1,0.01,2,5.494245155575855,0.8788391436794056,9.357394178664013,14.540756983265416
A,20,10,130,rbf,10.0,0.1,0.01,3,5.494245155575855,0.8788391436794056,9.357394178664013,14.540756983265416
A,20,10,130,linear,0.1,0.01,scale,2,5.772551668805531,0.8668978124909492,12.567262759771552,16.79273545500134
A,20,10,130,linear,0.1,0.01,scale,3,5.772551668805531,0.8668978124909492,12.567262759771552,16.79273545500134
A,20,10,130,linear,0.1,0.01,0.01,2,5.772551668805531,0.8668978124909492,12.567262759771552,16.79273545500134
A,20,10,130,linear,0.1,0.01,0.01,3,5.772551668805531,0.8668978124909492,12.567262759771552,16.79273545500134
A,20,10,130,linear,0.1,0.1,scale,2,5.769606846563533,0.8669113647402696,12.56617092876714,16.79162237978687
A,20,10,130,linear,0.1,0.1,scale,3,5.769606846563533,0.8669113647402696,12.56617092876714,16.79162237978687
A,20,10,130,linear,0.1,0.1,0.01,2,5.769606846563533,0.8669113647402696,12.56617092876714,16.79162237978687
A,20,10,130,linear,0.1,0.1,0.01,3,5.769606846563533,0.8669113647402696,12.56617092876714,16.79162237978687
A,20,10,130,linear,1.0,0.01,scale,2,5.778145495899357,0.8668367486779245,12.561447154506649,16.79219611358627
A,20,10,130,linear,1.0,0.01,scale,3,5.778145495899357,0.8668367486779245,12.561447154506649,16.79219611358627
A,20,10,130,linear,1.0,0.01,0.01,2,5.778145495899357,0.8668367486779245,12.561447154506649,16.79219611358627
A,20,10,130,linear,1.0,0.01,0.01,3,5.778145495899357,0.8668367486779245,12.561447154506649,16.79219611358627
A,20,10,130,linear,1.0,0.1,scale,2,5.776911192206933,0.8668631632555298,12.558570689896198,16.789542804243293
A,20,10,130,linear,1.0,0.1,scale,3,5.776911192206933,0.8668631632555298,12.558570689896198,16.789542804243293
A,20,10,130,linear,1.0,0.1,0.01,2,5.776911192206933,0.8668631632555298,12.558570689896198,16.789542804243293
A,20,10,130,linear,1.0,0.1,0.01,3,5.776911192206933,0.8668631632555298,12.558570689896198,16.789542804243293
A,20,10,130,linear,10.0,0.01,scale,2,5.779788518923894,0.8668456751842781,12.56027905727333,16.792025534638377
A,20,10,130,linear,10.0,0.01,scale,3,5.779788518923894,0.8668456751842781,12.56027905727333,16.792025534638377
A,20,10,130,linear,10.0,0.01,0.01,2,5.779788518923894,0.8668456751842781,12.56027905727333,16.792025534638377
A,20,10,130,linear,10.0,0.01,0.01,3,5.779788518923894,0.8668456751842781,12.56027905727333,16.792025534638377
A,20,10,130,linear,10.0,0.1,scale,2,5.776520424210769,0.8668646463696238,12.558046630065558,16.78925890142484
A,20,10,130,linear,10.0,0.1,scale,3,5.776520424210769,0.8668646463696238,12.558046630065558,16.78925890142484
A,20,10,130,linear,10.0,0.1,0.01,2,5.776520424210769,0.8668646463696238,12.558046630065558,16.78925890142484
A,20,10,130,linear,10.0,0.1,0.01,3,5.776520424210769,0.8668646463696238,12.558046630065558,16.78925890142484
A,20,10,130,poly,0.1,0.01,scale,2,112.59634522811348,0.6767941629286206,23.69375413604708,29.71366815958469
A,20,10,130,poly,0.1,0.01,scale,3,93.70324160951586,0.8454431665990606,20.28224438405632,26.269462022667494
A,20,10,130,poly,0.1,0.01,0.01,2,104.24535082343276,0.6428801164432041,26.92652870114834,33.00130089380744
A,20,10,130,poly,0.1,0.01,0.01,3,123.58989580591916,0.8363626475124804,23.71441777978471,31.177060618013467
A,20,10,130,poly,0.1,0.1,scale,2,112.59084821575613,0.6768149869752592,23.69260855734365,29.711365855877204
A,20,10,130,poly,0.1,0.1,scale,3,93.73868092610884,0.8454510828254582,20.281174876517667,26.271228679544528
A,20,10,130,poly,0.1,0.1,0.01,2,104.26920265206624,0.6428697075284393,26.927449991739014,33.003082889441565
A,20,10,130,poly,0.1,0.1,0.01,3,123.50736837762506,0.836364732843452,23.71502330301532,31.17548592299413
A,20,10,130,poly,1.0,0.01,scale,2,241.80062278644775,0.711854488860366,21.80664006997562,28.7868473936496
A,20,10,130,poly,1.0,0.01,scale,3,22.56186425291005,0.853816564076147,17.300088669577047,22.29489047949359
A,20,10,130,poly,1.0,0.01,0.01,2,127.77280990141284,0.6820917600853572,23.36045905584568,29.46705433566537
A,20,10,130,poly,1.0,0.01,0.01,3,102.22849231580304,0.8420594556453718,20.948123568720224,27.245402684885228
A,20,10,130,poly,1.0,0.1,scale,2,242.24767105998225,0.7118955184626802,21.80540156287906,28.787656217170003
A,20,10,130,poly,1.0,0.1,scale,3,22.55188010825413,0.8538285078254336,17.298453962163983,22.28993321469205
A,20,10,130,poly,1.0,0.1,0.01,2,127.82228442063632,0.6820696791719187,23.36010678381782,29.469569302497888
A,20,10,130,poly,1.0,0.1,0.01,3,102.25059827234516,0.8420585437285745,20.94760567598533,27.24647875451036
A,20,10,130,poly,10.0,0.01,scale,2,352.35130394325813,0.7179962122914978,21.59772902013728,28.986789956685687
A,20,10,130,poly,10.0,0.01,scale,3,20.28523368818897,0.8517117589906584,16.007443701867658,20.76379068116679
A,20,10,130,poly,10.0,0.01,0.01,2,260.5247180862244,0.7135564448160739,21.72371347778058,28.7977799414547
A,20,10,130,poly,10.0,0.01,0.01,3,32.01282123367484,0.8524466885834542,18.12191399091396,23.39950143809208
A,20,10,130,poly,10.0,0.1,scale,2,354.699325640723,0.7179798588433888,21.600941772913632,28.994538504418536
A,20,10,130,poly,10.0,0.1,scale,3,20.28347692877131,0.8517521753728664,16.00682136693129,20.762681084183885
A,20,10,130,poly,10.0,0.1,0.01,2,260.49364386881894,0.7135055403903813,21.72540168236491,28.79881015551664
A,20,10,130,poly,10.0,0.1,0.01,3,32.21403034263753,0.8524532087395919,18.121149139384947,23.39834948588622
A,20,15,115,rbf,0.1,0.01,scale,2,5.016936100624537,0.8663469171890503,11.118280606253958,14.954864704090184
A,20,15,115,rbf,0.1,0.01,scale,3,5.016936100624537,0.8663469171890503,11.118280606253958,14.954864704090184
A,20,15,115,rbf,0.1,0.01,0.01,2,3.9032228054678897,0.8785642158057844,10.2295700109589,13.906969915677214
A,20,15,115,rbf,0.1,0.01,0.01,3,3.9032228054678897,0.8785642158057844,10.2295700109589,13.906969915677214
A,20,15,115,rbf,0.1,0.1,scale,2,5.016685675649724,0.8663618999182001,11.118300483078794,14.954521236499769
A,20,15,115,rbf,0.1,0.1,scale,3,5.016685675649724,0.8663618999182001,11.118300483078794,14.954521236499769
A,20,15,115,rbf,0.1,0.1,0.01,2,3.902920698425374,0.8785714683485164,10.227787651597115,13.905431454232456
A,20,15,115,rbf,0.1,0.1,0.01,3,3.902920698425374,0.8785714683485164,10.227787651597115,13.905431454232456
A,20,15,115,rbf,1.0,0.01,scale,2,3.414430789057915,0.8880549115471142,8.730977034717768,12.6323289509341
A,20,15,115,rbf,1.0,0.01,scale,3,3.414430789057915,0.8880549115471142,8.730977034717768,12.6323289509341
A,20,15,115,rbf,1.0,0.01,0.01,2,3.3463783963723257,0.8904391109925894,8.862033980323016,12.742778425645591
A,20,15,115,rbf,1.0,0.01,0.01,3,3.3463783963723257,0.8904391109925894,8.862033980323016,12.742778425645591
A,20,15,115,rbf,1.0,0.1,scale,2,3.412380712586798,0.8880612144292741,8.73180253459331,12.631759185645029
A,20,15,115,rbf,1.0,0.1,scale,3,3.412380712586798,0.8880612144292741,8.73180253459331,12.631759185645029
A,20,15,115,rbf,1.0,0.1,0.01,2,3.343713956190329,0.8904679207383452,8.861100776489627,12.74072826453202
A,20,15,115,rbf,1.0,0.1,0.01,3,3.343713956190329,0.8904679207383452,8.861100776489627,12.74072826453202
A,20,15,115,rbf,10.0,0.01,scale,2,3.4049452729400707,0.8924993935529193,8.078706731356458,12.388709145547944
A,20,15,115,rbf,10.0,0.01,scale,3,3.4049452729400707,0.8924993935529193,8.078706731356458,12.388709145547944
A,20,15,115,rbf,10.0,0.01,0.01,2,3.1940594504353617,0.8954656488314084,8.276562728124484,12.34423816592587
A,20,15,115,rbf,10.0,0.01,0.01,3,3.1940594504353617,0.8954656488314084,8.276562728124484,12.34423816592587
A,20,15,115,rbf,10.0,0.1,scale,2,3.4042226662147983,0.8925000610669548,8.079698327399495,12.388292795347096
A,20,15,115,rbf,10.0,0.1,scale,3,3.4042226662147983,0.8925000610669548,8.079698327399495,12.388292795347096
A,20,15,115,rbf,10.0,0.1,0.01,2,3.1935423266047978,0.8954747483631309,8.278653423905045,12.344700243998808
A,20,15,115,rbf,10.0,0.1,0.01,3,3.1935423266047978,0.8954747483631309,8.278653423905045,12.344700243998808
A,20,15,115,linear,0.1,0.01,scale,2,3.741959642671508,0.8860648611308998,11.974213039762128,14.997656384632396
A,20,15,115,linear,0.1,0.01,scale,3,3.741959642671508,0.8860648611308998,11.974213039762128,14.997656384632396
A,20,15,115,linear,0.1,0.01,0.01,2,3.741959642671508,0.8860648611308998,11.974213039762128,14.997656384632396
A,20,15,115,linear,0.1,0.01,0.01,3,3.741959642671508,0.8860648611308998,11.974213039762128,14.997656384632396
A,20,15,115,linear,0.1,0.1,scale,2,3.74078490868135,0.8860784237327144,11.97506706048622,14.997557103421338
A,20,15,115,linear,0.1,0.1,scale,3,3.74078490868135,0.8860784237327144,11.97506706048622,14.997557103421338
A,20,15,115,linear,0.1,0.1,0.01,2,3.74078490868135,0.8860784237327144,11.97506706048622,14.997557103421338
A,20,15,115,linear,0.1,0.1,0.01,3,3.74078490868135,0.8860784237327144,11.97506706048622,14.997557103421338
A,20,15,115,linear,1.0,0.01,scale,2,3.742789043099028,0.8860229202455342,11.97189163936747,14.997794312679575
A,20,15,115,linear,1.0,0.01,scale,3,3.742789043099028,0.8860229202455342,11.97189163936747,14.997794312679575
A,20,15,115,linear,1.0,0.01,0.01,2,3.742789043099028,0.8860229202455342,11.97189163936747,14.997794312679575
A,20,15,115,linear,1.0,0.01,0.01,3,3.742789043099028,0.8860229202455342,11.97189163936747,14.997794312679575
A,20,15,115,linear,1.0,0.1,scale,2,3.743411607555397,0.8860259270655669,11.9738230776073,14.99954256459615
A,20,15,115,linear,1.0,0.1,scale,3,3.743411607555397,0.8860259270655669,11.9738230776073,14.99954256459615
A,20,15,115,linear,1.0,0.1,0.01,2,3.743411607555397,0.8860259270655669,11.9738230776073,14.99954256459615
A,20,15,115,linear,1.0,0.1,0.01,3,3.743411607555397,0.8860259270655669,11.9738230776073,14.99954256459615
